Size,ICAO,IATA,City,Name,Max Runway,Lat,Long
Small,YATN,,Atherton,Atherton Airport,3000 ft,-17.262,145.515
Small,,,Avoca,Avoca Airport,,-41.782,147.719
Medium,YAYE,AYQ,Ayers Rock,AYERS ROCK CONNELLAN,8527 ft,-25.186,130.976
Medium,YBNA,BNK,Ballina,BALLINA BYRON GATEWAY,6234 ft,-28.834,153.562
Small,YBBC,,Bamboo Creek Gold Mine,Bamboo Creek Airport,,-20.945,120.165
Small,,BYX,Baniyala,Baniyala Airport,,-13.198,136.227
Small,,,Baralaba,Baralaba,,-24.187,149.845
Medium,YBAR,BCI,Barcaldine,BARCALDINE,5591 ft,-23.565,145.307
Small,YBYL,,Baryulgil,Baryulgil Airstrip,,-29.218,152.616
Small,,BVW,Batavia Downs,Batavia Downs Airport,,-12.659,142.675
Medium,YBTH,BHS,Bathurst,BATHURST,5594 ft,-33.409,149.652
Small,YBEB,,Bellburn,Pumululu National Park,,-17.545,128.305
Closed,YBER,,Berwick,Berwick Airport,,-38.04,145.336
Small,,BCZ,Bickerton Island,Milyakburra Airport,,-13.781,136.202
Small,,,Bickerton Island,[DELETE] Milyakburra Airport,,-13.781,138.202
Small,YBBE,BBE,Big Bell,Big Bell Airport,,-27.329,117.673
Medium,YTNG,THG,Biloela,THANGOOL,4993 ft,-24.494,150.576
Medium,YBCK,BKQ,Blackall,BLACKALL,5538 ft,-24.428,145.429
Small,,BFC,Bloomfield,Bloomfield Airport,,-15.874,145.33
Small,,BCK,Bolwarra,Bolwarra Airport,,-17.388,144.169
Small,YBOV,,Border Village,Border Village Airport,,-31.639,129.012
Small,YBOR,,Bordertown,Bordertown Airport,,-36.265,140.712
Small,,,Bremer Bay,Bremer Bay Airport,,-34.381,119.332
Small,YBAF,,Brisbane,BRISBANE ARCHERFIELD,4859 ft,-27.57,153.008
Large,YBBN,BNE,Brisbane,BRISBANE INTL,11680 ft,-27.384,153.118
Medium,YBHI,BHQ,Broken Hill,BROKEN HILL,8251 ft,-32.001,141.472
Medium,YBRM,BME,Broome,BROOME INTL,7769 ft,-17.945,122.232
Medium,YPEA,,Bullsbrook,PEARCE,8002 ft,-31.668,116.015
Small,YDEA,,Bulman,Delara Airfield,,-13.669,134.291
Medium,YBUD,BDB,Bundaberg,BUNDABERG,5030 ft,-24.904,152.319
Medium,YWYY,BWT,Burnie,WYNYARD,5413 ft,-40.999,145.731
Small,YCUR,,Cabramurra Township,Cabramurra Airport,,-35.927,148.393
Medium,YBCS,CNS,Cairns,CAIRNS INTL,10489 ft,-16.886,145.755
Large,YSCB,CBR,Canberra,CANBERRA,8802 ft,-35.307,149.195
Small,YCBE,CBY,Canobie,Canobie Airport,,-19.479,140.927
Small,,CQP,Cape Flattery,Cape Flattery Airport,,-14.971,145.311
Small,YCEL,,Capella,Capella Airport,,-23.1,148.033
Small,,CRY,Carlton Hill,Carlton Hill Airport,,-15.502,128.534
Small,,CTR,Cattle Creek,Cattle Creek Airport,,-17.607,131.549
Medium,YBCV,CTL,Charleville,CHARLEVILLE,5000 ft,-26.413,146.262
Small,,,Chittering,Chittering Airstrip,,-31.521,116.147
Small,YCFH,,Clifton Hills,Clifton Hills Airport,,-27.018,138.892
Medium,YCCY,CNJ,Cloncurry,CLONCURRY,6562 ft,-20.669,140.504
Small,,KFE,Cloudbreak Village,Fortescue - Dave Forrest Aerodrome,,-22.285,119.429
Small,YFDF,,Cloudbreak Village,Fortescue - Dave Forrest Aerodrome,,0.000(N),119.429
Medium,YSCH,CFS,Coffs Harbour,COFFS HARBOUR,6824 ft,-30.321,153.116
Small,YCEM,,Coldstream,Coldstream Airport,,-37.728,145.408
Small,,COB,Coolibah,Coolibah Airport,,-15.548,130.962
Medium,YCOM,OOM,Cooma,COOMA SNOWY MOUNTAINS,6955 ft,-36.301,148.974
Small,,CRJ,Coorabie,Coorabie Airport,,-31.894,132.296
Small,YCOD,ODL,Cordillo Downs,Cordillo Downs Airport,,-26.745,140.638
Small,,CSD,Cresswell Downs,Cresswell Downs Airport,,-17.948,135.916
Small,YDLW,DYW,Daly Waters,Daly Waters Airport,,-16.265,133.383
Small,YDNI,NLF,Darnley Island,Darnley Island Airport,,-9.583,143.767
Medium,YPDN,DRW,Darwin,DARWIN INTL,11004 ft,-12.415,130.877
Small,,,Delatite,Delatite Airstrip,,-37.145,146.159
Small,YDEK,,Denmark,Denmark Airport,,-34.945,117.397
Small,,,"Dept. of Conservation, Karijini National Park (08 9189 8157)",Karijini National Park,,-22.487,118.468
Medium,YDPO,DPO,Devonport,DEVONPORT,6030 ft,-41.17,146.43
Small,,DYM,Diamantina Lakes,Diamantina Lakes Airport,,-23.762,141.145
Small,YDDF,DFP,Drumduff,Drumduff Airport,,-16.053,143.012
Medium,YSDU,DBO,Dubbo,DUBBO,5604 ft,-32.217,148.575
Small,YDLK,DLK,Dulkaninna,Dulkaninna Airport,,-29.013,138.481
Small,,,Dwellingup,Dwellingup Airstrip,,-32.693,116.075
Small,YEIN,EIH,Einasleigh,Einasleigh Airport,,-18.503,144.094
Medium,YELD,ELC,Elcho Island,ELCHO ISLAND,4724 ft,-12.019,135.571
Small,,EKD,Elkedra,Elkedra Airport,,-21.173,135.444
Small,YELL,,Elliott,Elliott Airport,,-17.527,133.53
Medium,YEML,EMD,Emerald,EMERALD,6234 ft,-23.567,148.179
Small,YEEB,ENB,Eneabba,Eneabba Airport,,-29.833,115.246
Small,,EDD,Erldunda,Erldunda Airport,,-25.206,133.254
Small,YEDA,ETD,Etadunna,Etadunna Airport,,-28.741,138.589
Small,YEUA,,Euroa,Euroa Aerodrome,,-36.745,145.513
Small,YEVA,EVD,Eva Downs,Eva Downs Airport,,-18.001,134.863
Medium,YPLM,LEA,Exmouth,LEARMONTH,9997 ft,-22.236,114.089
Small,YFNE,FIK,Finke,Finke Airport,,-25.595,134.583
Small,YFSK,,Fiskville,Fiskville Airport,,-37.678,144.221
Medium,YFBS,FRB,"Forbes,",FORBES,4029 ft,-33.364,147.935
Small,YFRK,,Frankland River Grazing co,Frankland Airport,,-34.423,117.026
Small,,,Frankland Valley Vineyard or Ferngrove Winery,Frankland Valley Vineyard,,-34.348,116.952
Closed,YGAT,,Gatton,Gatton Campus Airport,,-27.56,152.34
Closed,YWMD,,Gillieston Heights,West Maitland Airport,,-32.757,151.53
Medium,YGLA,GLT,Gladstone,GLADSTONE,5364 ft,-23.87,151.223
Medium,YBCG,OOL,Gold Coast,GOLD COAST,6699 ft,-28.164,153.505
Small,YGDN,GDD,Gordon Downs,Gordon Downs Airport,,-18.678,128.592
Small,YGKL,GKL,Great Keppel Island,Great Keppel Is Airport,,-23.183,150.942
Small,YGNF,GFE,Grenfell,Grenfell Airport,,-34,148.133
Medium,YGTH,GFF,Griffith,GRIFFITH,4931 ft,-34.251,146.067
Medium,YGTE,GTE,Groote Eylandt,GROOTE EYLANDT,6237 ft,-13.975,136.46
Small,YSMB,,Grosford,Somersby Airstrip,,-33.368,151.3
Medium,YBHM,HTI,Hamilton Island,HAMILTON ISLAND,5395 ft,-20.358,148.952
Small,,,Harrismith,Harrismith Airport,,-32.942,117.865
Small,YHAW,HWK,Hawker,Wilpena Pound Airport,,-31.856,138.468
Small,,HAT,Heathlands,Heathlands Airport,,-11.737,142.577
Small,,HLV,Helenvale,Helenvale Airport,,-15.686,145.215
Medium,YHBA,HVB,Hervey Bay,HERVEY BAY,6561 ft,-25.319,152.88
Small,,HIG,Highbury,Highbury Airport,,-16.424,143.146
Medium,YMHB,HBA,Hobart,HOBART,7385 ft,-42.836,147.51
Small,YHOV,,Hodgeson River,Hodgeson River Airfield,,-15.546,134.096
Closed,,,Hopetoun,Hopetoun Airfield,,-33.909,120.147
Medium,YHID,HID,Horn Island,HORN ISLAND,4557 ft,-10.586,142.29
Small,YELN,,http://www.elliston.sa.gov.au,Elliston Airport,,-33.638,134.9
Small,,,http://www.maitraya.com,Maitraya Resort Airstrip,,-34.987,118.056
Small,,,Indigenous Land Corporation,Cardabia Station Airstrip,,-23.106,113.805
Small,YILW,,Inglewood,Inglewood Airport,,-28.417,151.083
Small,YIMT,,Innamincka Township,Innamincka Township Airport,,-27.742,140.745
Medium,YIVL,IVR,Inverell,INVERELL,6936 ft,-29.888,151.144
Small,YINW,IVW,Inverway,Inverway Airport,,-17.841,129.643
Medium,YAMB,,Ipswich,AMBERLEY,9997 ft,-27.641,152.712
Small,YPSH,PEA,Ironstone,Penneshaw Airport,,-35.756,137.963
Small,YJST,,Jamestown,Hubert Wilkins Airstrip,,-33.192,138.616
Small,YJBY,,Jervis Bay Territory,JERVIS BAY,5000 ft,-35.147,150.697
Medium,YPKG,KGI,Kalgoorlie,KALGOORLIE BOULDER,6562 ft,-30.789,121.462
Small,YKAP,,Kapunda,Kapunda Airport,,-34.25,138.917
Medium,YPKA,KTA,Karratha,KARRATHA,6070 ft,-20.712,116.773
Medium,YPTN,KTR,Katherine,TINDAL,9003 ft,-14.521,132.378
Closed,YXKE,,Kempsey,Kempsey Hospital Helicopter Landing Site,,-31.067,152.821
Small,,,Kilcoy,Kilcoy Airfield,,-26.971,152.57
Small,,KBD,Kimberley Downs,Kimberley Downs Airport,,-17.398,124.355
Small,YKIR,KBB,Kirkimbie,Kirkimbie Station Airport,,-17.779,129.21
Small,,KOH,Koolatah,Koolatah Airport,,-15.889,142.439
Small,YKLB,KKP,Koolburra,Koolburra Airport,,-15.319,143.955
Medium,YKOW,KWM,Kowanyama,KOWANYAMA,4528 ft,-15.486,141.751
Small,,,Kukerin WA,Kukerin,,-33.175,118.085
Small,,KGR,Kulgera,Kulgera Airport,,-25.843,133.292
Small,,,Kulin,Kulin Bush Races Strip,,-32.664,118.311
Medium,YPKU,KNX,Kununurra,KUNUNURRA,6000 ft,-15.778,128.708
Small,YKTN,,Kyneton,Kyneton Airport,,-37.226,144.447
Small,,,Lake Clifton,Lake Clifton Airstrip,,-32.791,115.671
Small,YBIZ,BZP,Lakefield National Park,Bizant Airport,,-14.74,144.119
Small,YLAK,,Lakeside,Lakeside Airpark,,-20.682,148.628
Closed,YLCI,,Lancelin,Lancelin Airport,,-31.017,115.333
Closed,,,Latrobe,Latrobe Airport,,-41.235,146.396
Medium,YMLT,LST,Launceston,LAUNCESTON,6499 ft,-41.545,147.214
Closed,YLVT,,Laverton,"RAAF Williams, Laverton Base",5000 ft,-37.864,144.746
Medium,YLEO,LNO,Leonora,LEONORA,6621 ft,-28.878,121.315
Small,,LIB,Limbunya,Limbunya Airport,,-17.236,129.882
Small,YLIN,LDC,Lindeman Island,Lindeman Island Airport,,-20.454,149.04
Medium,YLIS,LSY,Lismore,LISMORE,5404 ft,-28.83,153.26
Small,YLOK,LOC,Lock,Lock Airport,,-33.544,135.693
Medium,YLRE,LRE,Longreach,LONGREACH,6352 ft,-23.434,144.28
Small,YLHI,LDH,Lord Howe Island,Lord Howe Island Airport,2900 ft,-31.538,159.077
Small,YLOV,LTV,Lotus Vale,Lotus Vale Airport,,-17.048,141.376
Small,YLOH,,Louth,Louth Airport,,-30.542,145.1
Small,YLHS,LTP,Lyndhurst,Lyndhurst Airport,,-19.196,144.371
Small,YMAA,UBB,Mabuiag Island,Mabuiag Island Airport,,-9.95,142.183
Small,,MNW,Macdonald Downs,Macdonald Downs Airport,,-22.444,135.199
Medium,YBMK,MKY,Mackay,MACKAY,6499 ft,-21.172,149.18
Small,,MIZ,Mainoru,Mainoru Airstrip,,-14.053,134.094
Small,YMDI,MQA,Mandora,Mandora Airport,,-19.738,120.838
Small,YMVM,,Mangrove Mountain,Mangrove Mountain Airport,,-33.285,151.213
Medium,YMGD,MNG,Maningrida,MANINGRIDA,5020 ft,-12.056,134.234
Medium,YBMC,MCY,Maroochydore,MAROOCHYDORE SUNSHINE COAST,5896 ft,-26.603,153.091
Small,YMQA,MQE,Marqua,Marqua Airport,,-22.806,137.251
Small,YMHU,,McArthur River Mine,MCARTHUR RIVER MINE,4931 ft,-16.442,136.084
Medium,YMAV,AVV,Melbourne,AVALON,10000 ft,-38.039,144.469
Large,YMML,MEL,Melbourne,MELBOURNE INTL,11998 ft,-37.673,144.843
Medium,YMMB,MBW,Melbourne,MELBOURNE MOORABBIN,3812 ft,-37.976,145.102
Closed,YPLE,,Melbourne,Plenty Airport,,-37.723,145.113
Small,YTYA,,Melbourne,Tyabb Airport,,-38.267,145.175
Small,YMEL,,Melton,Melton Airport,,-37.617,144.567
Medium,YMER,MIM,Merimbula,MERIMBULA,5256 ft,-36.909,149.901
Small,YMEO,,Merton,Merton Airport,,-36.968,145.708
Small,,,Middlebrook Station,Middlebrook Station Scone Airstrip,,-31.971,150.811
Small,YCDL,,Middlesex,Cradle Mountain Airport,,-41.581,145.938
Medium,YMIA,MQL,Mildura,MILDURA,6004 ft,-34.229,142.086
Small,YMGB,MGT,Milingimbi Island,MILINGIMBI,4626 ft,-12.094,134.894
Small,,MWY,Miranda Downs,Miranda Downs Airport,,-17.329,141.886
Small,YMIP,MIH,Mitchell Plateau,Mitchell Plateau Airport,,-14.791,125.824
Medium,YMRB,MOV,Moranbah,MORANBAH,5000 ft,-22.058,148.077
Medium,YMOR,MRZ,Moree,MOREE,5292 ft,-29.499,149.845
Small,YMOT,MET,Moreton,Moreton Airport,,-12.444,142.638
Small,,,Morphett Vale,Huntfield Airfield,,-35.173,138.494
Medium,YMRY,MYA,Moruya,MORUYA,4997 ft,-35.898,150.144
Small,YMOM,,Moulamein,Moulamein Airport,,-35.058,144.021
Small,YMBT,,Mount Beauty,Mount Beauty Airport,,-36.732,147.169
Small,YGON,GPD,Mount Gordon Mine,Mount Gordon Airport,,-19.773,139.404
Small,YMGN,GSN,Mount Gunson,Mount Gunson Airport,,-31.46,137.174
Medium,YHOT,MHU,Mount Hotham,MOUNT HOTHAM,4762 ft,-37.047,147.334
Medium,YBMA,ISA,Mount Isa,MOUNT ISA,8399 ft,-20.664,139.489
Small,YMUC,MUQ,Muccan Station,Muccan Station Airport,,-20.659,120.067
Medium,YMDG,DGE,Mudgee,MUDGEE,5705 ft,-32.562,149.611
Small,YHEW,,Mulara,Hedlow Airport,,-23.223,150.605
Small,,MUP,Mulga Park,Mulga Park Airport,,-25.86,131.65
Small,YMUK,MVK,Mulka,Mulka Airport,,-28.348,138.65
Small,YMBX,,Mundrabilla,Mundrabilla Airport,,-31.867,127.854
Small,YMUG,MNE,Mungeranie,Mungeranie Airport,,-28.009,138.657
Small,YLMU,,Mungo,Mungo Lodge Airport,,-33.746,143.001
Small,YMUI,MYI,Murray Island,Murray Island Airport,,-9.917,144.055
Small,,MYO,Myroodah,Camballin Airport,,-18.125,124.272
Closed,,,Nain,Hutt River Airstrip,,-28.071,114.477
Small,YNHS,NBH,Nambucca Heads,Nambucca Heads Airport,,-30.65,153
Small,YNUD,,Nammuldi Mine,Nammuldi Mine Airstrip,,-22.392,117.376
Medium,YNBR,NAA,Narrabri,NARRABRI,5000 ft,-30.319,149.827
Medium,YNAR,NRA,Narrandera,NARRANDERA,5302 ft,-34.702,146.512
Small,YDIX,DXD,New Dixie,Dixie Airport,,-15.117,143.316
Small,,,New Norcia,New Norcia airstrip,,-30.967,116.215
Medium,YNWN,ZNE,Newman,NEWMAN,6798 ft,-23.418,119.803
Medium,YPGV,GOV,Nhulunbuy,GOVE,7244 ft,-12.269,136.818
Small,YGLP,,Nicholson,Gallipolli Airport,,-19.142,137.874
Small,,NKB,Noonkanbah,Noonkanbah Airport,,-18.495,124.852
Small,YOLD,OLP,Olympic Dam,OLYMPIC DAM,5220 ft,-30.485,136.877
Medium,YORG,OAG,Orange,ORANGE,5499 ft,-33.382,149.133
Small,,OKB,Orchid Beach,Orchid Beach Airport,,-24.959,153.315
Small,YORV,ODR,Ord River,Ord River Airport,,-17.341,128.912
Closed,YPAK,,Pakenham,Pakenham Airport,,-38.099,145.488
Medium,YPBO,PBO,Paraburdoo,PARABURDOO,6995 ft,-23.171,117.745
Small,YPDO,PRD,Pardoo,Pardoo Airport,,-20.118,119.59
Medium,YPKS,PKE,Parkes,PARKES,5525 ft,-33.131,148.239
Small,YPTJ,,Patjarr,Patjarr Airport,,-24.619,126.327
Small,,PEP,Peppimenarti,Peppimenarti Airport,,-14.144,130.091
Small,,,Perth,Langley Park Airstrip,,-31.961,115.868
Medium,YPJT,JAD,Perth,PERTH JANDAKOT,4179 ft,-32.097,115.881
Large,YPPH,PER,Perth,PERTH INTL,11299 ft,-31.94,115.967
Small,,,Pinjarra,Pinjarra Skydiving Airstrip,,-32.667,115.882
Small,,,Pinjarra,Pinjarra North Airstrip,,-32.58,115.885
Medium,YMPC,,Point Cook,POINT COOK,4508 ft,-37.932,144.753
Medium,YPPD,PHE,Port Hedland,PORT HEDLAND INTL,8202 ft,-20.378,118.626
Medium,YPLC,PLO,Port Lincoln,PORT LINCOLN,4918 ft,-34.605,135.88
Medium,YPMQ,PQQ,Port Macquarie,PORT MACQUARIE,5203 ft,-31.436,152.863
Small,YKYB,,Private Airfield in the Shire of Campaspe,Kyabram Airport,,-36.332,144.972
Medium,YBPN,PPP,Proserpine,PROSERPINE WHITSUNDAY COAST,6801 ft,-20.495,148.552
Small,YRED,,Redcliffe,Redcliffe Airport,2700 ft,-27.207,153.068
Small,YING,,Rewan,Ingelara Airport,,-24.997,148.333
Medium,YSRI,XRH,Richmond,RICHMOND,7001 ft,-33.601,150.781
Small,YRID,,Riddell,Riddell Airport,,-37.48,144.718
Small,YRBE,,Robe,Robe Airport,,-37.175,139.805
Medium,YBRK,ROK,Rockhampton,ROCKHAMPTON,8622 ft,-23.382,150.475
Small,,RDA,Rockhampton Downs,Rockhampton Downs Airport,,-18.953,135.201
Small,YROE,RBU,Roebourne,Roebourne Airport,,-20.762,117.157
Medium,YROM,RMA,Roma,ROMA,4934 ft,-26.545,148.775
Small,YRSY,,Romsey,Romsey (Riddell/Penfield) Airport,,-37.392,144.738
Small,YRRB,RPB,Roper Bar,Roper Bar Airport,,-14.735,134.525
Small,YSII,SBR,Saibai Island,Saibai Island Airport,,-9.378,142.625
Medium,YWSL,,Sale,WEST SALE,5010 ft,-38.092,146.965
Small,YSAN,NDS,Sandstone,Sandstone Airport,,-27.98,119.297
Small,,SWB,Shaw River,Shaw River Airport,,-21.51,119.362
Small,YSHG,SGP,Shay Gap,Shay Gap Airport,,-20.425,120.141
Small,,,Sherlock,Sherlock Ultralight Airfield,,-35.32,139.793
Small,YSIA,,Siam,Siam Airport,,-32.557,136.709
Small,YSGT,SIX,Singleton,Singleton Airport,,-32.601,151.193
Small,YDOC,,Singleton,Dochra Airfield,10200 ft,-32.65,151.208
Small,YSWK,,South West Rocks,South West Rocks Airport,,-30.925,153.028
Small,,ZVG,Springvale,Springvale Airport,,-17.787,127.67
Small,YSTC,,Stuart Creek,Stuart Creek Airport,,-29.717,137.063
Small,,SSK,Sturt Creek,Sturt Creek Airport,,-19.166,128.174
Small,YWBS,SYU,Sue Islet,Warraber Island Airport,,-10.208,142.825
Small,YPEF,,Sunbury,Penfield Airfield,,-37.513,144.698
Medium,YSBK,BWU,Sydney,SYDNEY BANKSTOWN,4448 ft,-33.924,150.988
Large,YSSY,SYD,Sydney,SYDNEY INTL,12999 ft,-33.946,151.177
Medium,YSTW,TMW,Tamworth,TAMWORTH,7218 ft,-31.084,150.847
Small,YTAR,TAQ,Tarcoola,Tarcoola Airport,,-30.703,134.584
Medium,YTRE,TRO,Taree,TAREE,4934 ft,-31.889,152.514
Medium,YTNK,TCA,Tennant Creek,TENNANT CREEK,6427 ft,-19.634,134.183
Small,YTFD,,Tenterfield,Tenterfield Airport,,-28.992,151.93
Small,YTHD,TDN,Theda Station,Theda Station Airport,,-14.788,126.496
Small,YTHI,,Thistle Island,Thistle Island Airport,,-35.025,136.18
Small,YTLP,,Tilpa,Tilpa Airport,,-30.933,144.417
Small,YTMY,TYP,Tobermorey,Tobermorey Airport,,-22.256,137.953
Small,,TPR,Tom Price,Tom Price Airport,,-22.746,117.869
Small,YTQY,,Torquay,Torquay Airport,,-38.3,144.365
Small,,TWP,Torwood,Torwood Airport,,-17.363,143.75
Medium,YBTL,TSV,Townsville,TOWNSVILLE,7999 ft,-19.253,146.765
Small,YTFA,,Truro Flat,Truro Flat Airpark,,-34.398,139.385
Small,YTKY,TKY,Turkey Creek,Turkey Creek Airport,,-17.041,128.206
Small,YUCH,,Ucharonidge Station,Ucharonidge Airport,,-17.672,134.241
Small,YBWO,,Upper Cornish Creek,Bowen Downs Airport,,-22.464,144.998
Medium,YSWG,WGA,Wagga Wagga,WAGGA WAGGA,5801 ft,-35.165,147.466
Small,YWAL,WLA,Wallal,Wallal Airport,,-19.774,120.649
Small,YWAX,,Wanarn,Wanarn Airport,,-25.298,127.556
Small,YGLS,,Warakurna,Giles Airport,,-25.044,128.296
Small,YWKW,,Warkworth,Warkworth Airport,,-32.549,151.024
Small,YWVA,,Warnervale,Warnervale Airport,,-33.24,151.43
Small,,WRW,Warrawagine,Warrawagine Airport,,-20.844,120.702
Small,YWRR,,Warroora Homestead,Warroora Homestead Airport,,-23.446,113.849
Small,,,Warroora Station,Warroora Station Airstrip,,-23.475,113.799
Small,YWAC,,Wauchope,Wauchope Airport,,-20.65,134.217
Medium,YBWP,WEI,Weipa,WEIPA,5397 ft,-12.679,141.925
Small,YBSG,,Weipa,SCHERGER,10003 ft,-12.624,142.087
Medium,YWWL,WWY,West Wyalong,WEST WYALONG,5200 ft,-33.937,147.191
Medium,YWHA,WYA,Whyalla,WHYALLA,5531 ft,-33.059,137.514
Closed,YWKH,,Wickham,Wickham Airport,,-20.676,117.125
Medium,YWLM,NTL,Williamtown,WILLIAMTOWN,7999 ft,-32.795,151.834
Small,YWDL,WON,Wondoola,Wondoola Airport,,-18.575,140.892
Small,YWWI,WWI,Woodie Woodie,Woodie Woodie Airport,,-21.663,121.234
Small,YWKD,,Woodycupaldiya,Woodycupaldiya Airfield,,-13.867,129.988
Small,YPWR,UMR,Woomera,WOOMERA,7782 ft,-31.144,136.817
Small,YWKM,,Wyalkatchem,Wyalkatchem Airport,,-31.203,117.379
Small,YYTA,KYI,Yalata Mission,Yalata Mission Airport,,-31.471,131.825
Small,YYAL,YLG,Yalgoo,Yalgoo Airport,,-28.355,116.684
Small,YYMI,XMY,Yam Island,Yam Island Airport,,-9.901,142.776
Small,,KYF,Yeelirrie,Yeelirrie Airport,,-27.277,120.096
Small,YYKI,OKR,Yorke Island,Yorke Island Airport,,-9.757,143.411
